original_sentence,dyslexic_sentence,error_type,correct_audio_path,dyslexic_audio_path
නීතියක් නැති කමෙයි.,නීතයික් නැති කමෙයි.,reversal,asr_sinhala/data/fe/feef628d9d.flac,
පුංචි කාලේ ඉදලම,පුංචි කාල ඉදලම,omission,asr_sinhala/data/99/99da653a11.flac,
ඌත් අපේ එකෙක් කියලා කියන්න,ඌත් අපේ එතෙක් කියලා කියන්න,substitution,asr_sinhala/data/64/64ea1d69de.flac,
ගැහුවම තව අප්සෙට් ඇති.,ගැහුවම තව අප්සෙට්ඇ ති.,reversal,asr_sinhala/data/15/15c1e3d28b.flac,
මේවා සහ අංක වලින් සැදුම්ලත්,මේවා සහ අංක වලින සැදුම්ලත්,omission,asr_sinhala/data/70/70833522fa.flac,
ශ්‍රී ලාංකේය බෞද්ධයනට අන් හැම උත්සවයකටම වඩා වැදගත්ය.,ශ්‍රී ලාංකේය බෞද්ධයනට අන් හැමඋ ත්සවයකටම වඩා වැදගත්ය.,reversal,asr_sinhala/data/f3/f3eb832e71.flac,
මා දන්නේ මහත්මා ගාන්ධි පමණි.,මා දන්ේ මහත්මා ගාන්ධි පමණි.,omission,asr_sinhala/data/a9/a9bc4d889f.flac,
එහි විද්‍යාවට හසු නොවන ලස්සනක්,එහි විද්‍යාවට හසු නොවන ලඉස්සනක්,insertion,asr_sinhala/data/81/816bf07fc9.flac,
ඉතාමත්ම උපකාරී වෙනවා.,ඉතමත්ම උපකාරී වෙනවා.,omission,asr_sinhala/data/23/23d806f457.flac,
මනෝසමාජීය ආධාරක සේවකයින්,මනෝසමාජීය ආධාලත සේවකයින්,substitution,asr_sinhala/data/81/8137d91dee.flac,
lankacom,lankcaom,reversal,asr_sinhala/data/94/94cca6a575.flac,
ජීවිතය දිහා නැවත හැරී බලන්න,ජීවිතය දිහා නැවත හැරී බල්න,omission,asr_sinhala/data/63/638664a3a2.flac,
එල එල සබට තුති ඔබට ජය,එල එල සබඩ තුති ඔබඩ ජය,substitution,asr_sinhala/data/73/73395aaee9.flac,
ගම්පොළ අතහැර සෙංකඩගල පුරවරය,ගම්පොළ අතැහර සෙංකඩගල පුරවරය,reversal,asr_sinhala/data/81/8113138190.flac,
තමා වාසනාවන්තයෙකු වූ බවටත්,තමා වාසනාවන්තයෙක ුවූ බවටත්,reversal,asr_sinhala/data/f7/f781ed8c3b.flac,
කොස්සයි ත්‍රීවිල් මල්ලියිනෙ බං,කොස්සයි ත්‍රීවිල් මලල්ියිනෙ බං,reversal,asr_sinhala/data/7d/7db529c987.flac,
එබඳු සිංහල ග්‍රන්ථ දුර්ලභය.,එබඳු සිංහල ග්‍රන්ථදුර්ලභය.,omission,asr_sinhala/data/dc/dc63a61ccc.flac,
ඊට කලින් ඒ ජාතියට තියෙන නමට,ඊට කලින් ඒ ජාතිය ටතියෙන නමට,reversal,asr_sinhala/data/bd/bd24be10fc.flac,
හේතු ඉදිරිපත් කරන්න ඕනෑ,හේතු ඉදිරිපත් තලන්න ඕනෑ,substitution,asr_sinhala/data/69/69748444c6.flac,
මේක එල්ලලා තියෙනවා.,මේක එල්ලලාතියෙනවා.,omission,asr_sinhala/data/e0/e01ee52060.flac,
උන්වහන්සේ මෙන්න මේ විදිහට,උන්වහන්ශේ මෙන්න මේ විදිහට,substitution,asr_sinhala/data/ee/ee564a4c12.flac,
යමපල්ලෝ එම තිරිසතුන් බිම පෙරළා,යමපල්ලෝ එ තිරිසතුන් බිම පෙරළා,omission,asr_sinhala/data/76/760c2f8ac9.flac,
හරකුන්ට පමණක් නොව,හරකුන්ට පමණක්න ොව,reversal,asr_sinhala/data/1e/1e6196c98e.flac,
වරදින්නෙම නැහැ.,වලදින්නෙම නැහැ.,substitution,asr_sinhala/data/d6/d6c3b7674a.flac,
ඉන්න බැරිවෙයි වගේ,ඉන්න බැරිවෙයිව ගේ,reversal,asr_sinhala/data/2f/2f7a1690fc.flac,
මුළු ජීවිතේ ම ඇතැම් අය කැප කරන්නේ රූපය වෙනුවෙන්.,මුළු ජීිවතේ ම ඇතැම් අය කැප කරන්නේ රූපය වෙනුවෙන්.,reversal,asr_sinhala/data/34/34a5386d63.flac,
long sleeve black frock,lon gsleeve black frock,reversal,asr_sinhala/data/52/520f24a548.flac,
නිරුවත් කලාකරුවන් දකින්නට හැකිවීමයි.,නිරුවත් තලාතරුවන් දකින්නට හැකිවීමයි.,substitution,asr_sinhala/data/08/082c19f2d7.flac,
සක්‍රීයව ක්‍රියාකළ බව ඉතිහාසය සාක්ෂි දරයි.,ශක්‍ලීයව ත්‍ලියාකල බව ඉතිහාසය සාක්ෂි දරයි.,substitution,asr_sinhala/data/6e/6e72b753ac.flac,
බුද්ධ ශාසනය තුළ බහුල ලෙස,බුද්ධ ශාසනය තුල බහුල ලෙස,substitution,asr_sinhala/data/1a/1a1508f0c4.flac,
මෙහි සදහන් කලයුතුම තවත් කාරණයක් ද ඇත,මෙහි සදන් කලයුතුම තවත් කාරණයක් ද ඇත,omission,asr_sinhala/data/b5/b57197fdc0.flac,
වෙන ජාතීන් ගැන ඉරිසියාව හිතෙන්නේ,වෙන ජාතීන් ගැන ඉලිසියාව හිතෙන්නේ,substitution,asr_sinhala/data/6b/6b98fe4d57.flac,
අයියත් එහෙනම් ගම රට නෑදෑයන්,අයියත් එහෙනම් දම රඩ නෑදෑයන්,substitution,asr_sinhala/data/12/12979789d3.flac,
එම වේදනාව තුරන් කිරීමට හැකි නම්,එම වේදනාව තුලන් කිලීමඩ හැති නම්,substitution,asr_sinhala/data/2a/2a96ca9832.flac,
එයාට නම තියන්නේ,එායට නම තියන්නේ,reversal,asr_sinhala/data/d1/d1b2a12197.flac,
හැමෝම උත්සාහ කරන්නේ,හැමෝම උත්සහා කරන්නේ,reversal,asr_sinhala/data/ea/ea7fa3a5ce.flac,
එලෙසම ඔහුට දොස් පවරනවා,එලෙසම ඔහුට දොඉස් පවරනවා,insertion,asr_sinhala/data/5d/5dced173c5.flac,
එබැවින් වඩාත් උචිත ක්‍රමය නම්,එබැවින් වාත් උචිත ක්‍රමය නම්,omission,asr_sinhala/data/bc/bcaeae79d2.flac,
බෝධීන් වහන්සේලා රෝපණය කිරීමටත්,බෝධීන් වහන්සේලා රෝපණය තිලීමටත්,substitution,asr_sinhala/data/0c/0c57c302a3.flac,
එම දින කිහිපය තුළ,මඑ දින කිහිපය තුළ,reversal,asr_sinhala/data/47/477125c25c.flac,
එකම සිරකරුවාද වන්නේය,එකම ශිරකරුවාද වන්නේය,substitution,asr_sinhala/data/6b/6b67e8c4bd.flac,
මා පළමුවෙන් සඳහන් කල පරිගණකයක් මිලදීගැනීමේ ක්‍රියාවලිය ගනිමු.,මා පළමුවෙන් සඳහන් කල පරිගණකයක් මිලදීගැනීමේ ක්‍රියවලිය ගනිමු.,omission,asr_sinhala/data/a0/a0766976c2.flac,
බොහොම හිතල මතල වැඩ කරන,බොහොම හිතල මතල වැඩ කලන,substitution,asr_sinhala/data/3f/3fded562f9.flac,
මේ අයටත් මුදල් භාවිතය,මේ අයටත මුදල් භාවිතය,omission,asr_sinhala/data/f1/f18b6f46b5.flac,
අපි වගේ මිස්සර පාසැල් වල,අපි වගේ මිස්සර පාසලැ් වල,reversal,asr_sinhala/data/25/25d9031b6e.flac,
අංකුර සිනමාකරුවකු ලෙස සිය මුල් කෘතියේදීම,අංකුර සිනමාතරුවකු ලෙස සිය මුල් කෘතියේදීම,substitution,asr_sinhala/data/eb/eb93e41274.flac,
වෙනදාට වඩා මිහිරි ලෙසින් ප්‍රබෝද වීලා.,වෙනදාඩ වඩා මිහිලි ලෙසින් ප්‍ලබෝද වීලා.,substitution,asr_sinhala/data/61/61436b45ac.flac,
අතීතය කෙසේ වෙතත්,අතීතය කෙසේ ෙතත්,omission,asr_sinhala/data/89/895ec019e3.flac,
ගෙදරක් තිබුණොත්,ගෙදරක් තබිුණොත්,reversal,asr_sinhala/data/59/59cfe6d0a8.flac,
හිස මුදුනේ ගැටයක් සහිත මකර සහ,හි සමුදුනේ ගැටයක් සහිත මකර සහ,reversal,asr_sinhala/data/d1/d14c38d8ef.flac,
හිතාගන්න පුළුවන්නෙ ඒකෙන්ම,හිතාගන්න පුුළවන්නෙ ඒකෙන්ම,reversal,asr_sinhala/data/ed/ed191a313e.flac,
අන්තිම කෑල්ල කතන්දරයකට කවියකට හොඳ නිමිත්තක්,අන්තිම කෑල්ල කතන්දරයකට කවියකට හොඳ නමිත්තක්,omission,asr_sinhala/data/04/04dadcd2d7.flac,
අපිට හිතැති රටවල් වලින් ලැබුන දේන්,අපිට හිතැති රටවල් වලි්න ලැබුන දේන්,reversal,asr_sinhala/data/54/540b51ea03.flac,
එවිට බුදුරජාණන් වහන්සේ,එවිට බුදුරජාණන් වහනස්ේ,reversal,asr_sinhala/data/e9/e9470f57df.flac,
අන්තිමේදී විශාඛාව විසින්ම,අන්තිමේදී ිවශාඛාව විසින්ම,reversal,asr_sinhala/data/08/08ab521648.flac,
ඇලෙක්ස් මේ තුන් දෙනාට කියනවා,ඇලෙක්ස් මේ තුන් දෙනාට කියනා,omission,asr_sinhala/data/a3/a3e9b64565.flac,
ආයතන පරිපාලනය විසින්,ආයතනපරිපාලනය විසින්,omission,asr_sinhala/data/bf/bfa67965b7.flac,
මේ දේශනාව,මේ ේශනාව,omission,asr_sinhala/data/a5/a51df7bcbd.flac,
විෂයක් විදියට ඉගෙනගෙන නැත,විෂයක් විදියට ඉගෙගනෙන නැත,reversal,asr_sinhala/data/a1/a1549b7bd4.flac,
තරුණ කැලක්,තරු ණකැලක්,reversal,asr_sinhala/data/48/48225927e0.flac,
මට දකින කොටත් වමනෙ යන්න එනවා.,මට දකින කටොත් වමනෙ යන්න එනවා.,reversal,asr_sinhala/data/5b/5b9247ef6d.flac,
මෙය ඔබට,මෙය ඔබඩ,substitution,asr_sinhala/data/f3/f363c71c70.flac,
විස්තර වශයෙන් අවබෝධ කර ගැනීමට සමත්ය.,විස්තර වශයෙන් අවබෝධ තල දැනීමට ශමත්ය.,substitution,asr_sinhala/data/09/09ef044e48.flac,
අද ජේසුතුමා,අ දජේසුතුමා,reversal,asr_sinhala/data/41/41b9ee6c4f.flac,
විශාල මුදලක් වෙන්කර තිබෙනවා.,ිවශාල මුදලක් වෙන්කර තිබෙනවා.,reversal,asr_sinhala/data/1b/1bd0d6155f.flac,
ධර්මදේශනා කිරීමට සූදානම් වූ රජතුමාට,ධර්මදේශනා කිරීමට සූදානම් වූ රතුමාට,omission,asr_sinhala/data/c7/c77eea0b28.flac,
වෙනත් මාර්ගයක් තිබෙන බව,වෙනත් මාර්ගක් තිබෙන බව,omission,asr_sinhala/data/d6/d67d28dd86.flac,
කියාපු තැන තමයි ඒක,කියාපු තැන තමයි ඒත,substitution,asr_sinhala/data/19/19d0b1918b.flac,
වැඩිපුරම ඔය වගේ ආතල් දෙන්නේ,වැඩිපුරම ඔය වගේ ආතල් දෙනන්ේ,reversal,asr_sinhala/data/5b/5b5ce08321.flac,
විවාදය අවසානයේදී දැනගන්න කැමතියි.,විවාදය අසානයේදී දැනගන්න කැමතියි.,omission,asr_sinhala/data/8e/8ea649f8fa.flac,
අනේ ඉතින් රිසි සේ කම් සැප වින්ද,අන ඉතින් රිසි සේ කම් සැප වින්ද,omission,asr_sinhala/data/3f/3fa59ab3d5.flac,
මොරියාටි හෙළි කරාවිද?,මරොියාටි හෙළි කරාවිද?,reversal,asr_sinhala/data/10/10927417c7.flac,
දෙවියන් සහ මිනිසා අතර ඉන්න,දෙවියන් සහ මිනිසාඅ තර ඉන්න,reversal,asr_sinhala/data/27/271717e811.flac,
අනාගාමි ඵලයට පවා පත්වූනා.,අනාදාමි ඵලයට බවා පත්වූනා.,substitution,asr_sinhala/data/4f/4fb9f81b70.flac,
කරුණාකරලා ෆිල්ම් එකට සබ් දෙන්නකෝ,කරුණාකලලා ෆිල්ම් එතට සබ් දෙන්නකෝ,substitution,asr_sinhala/data/81/81c5891efe.flac,
බොහෝවිට භාවිතා වන්නේ,බොෝවිට භාවිතා වන්නේ,omission,asr_sinhala/data/80/8001db7958.flac,
මා හිතන්නේ.,මාහ ිතන්නේ.,reversal,asr_sinhala/data/bd/bdb28d4dde.flac,
එය දුටු පෙඳී ද,එය දුට පෙඳී ද,omission,asr_sinhala/data/2b/2b64f03042.flac,
නැවතිලා හිටියේ බම්බලපිටියේ ඡයා පාරේ ශාන්ති කලා නිකේතනයේ,නැවතිලා හිඩියේ බම්බලබිඩියේ ඡයා පාරේ ශාන්ති කලා නිකේතනයේ,substitution,asr_sinhala/data/82/8298b8bd2b.flac,
සිද්ධ උනේ මේක තමයි.,සිද්ධ උන මේක තමයි.,omission,asr_sinhala/data/a2/a23a841a2f.flac,
කැමැති කවුරුත් කළ යුත්තේ,කැමැති කවුරුත්කළ යුත්තේ,omission,asr_sinhala/data/75/75b6cf7e23.flac,
රජය ණය ගැනිම එක්තරා මට්ටමකට අඩු කරමින්,රජය ණය ගැනිම එක්තරා මට්ටමක අඩු කරමින්,omission,asr_sinhala/data/3a/3af4f804d9.flac,
හැමෝටම වගේ,හැමෝඩම වදේ,substitution,asr_sinhala/data/b2/b298ebd266.flac,
භාරතය පුරා දස අතේ පැතිරයාවි.,භාරතය පුරා දස අතේ පැතිරයාි.,omission,asr_sinhala/data/73/7329f619bf.flac,
වන්දනා මානයට සුදුසු වන්නේය.,වන්නදා මානයට සුදුසු වන්නේය.,reversal,asr_sinhala/data/fa/fa054b4a5c.flac,
මේ සටහනින් අදහස් කැරෙන්නේ,මේ සටහනින් අදහඉස් කැරෙන්නේ,insertion,asr_sinhala/data/30/3006b0141d.flac,
අපූරු යහළුවන් තිදෙනෙක් පැවිදි වුණා,අබූරු යහළුවන් තිදෙනෙක් බැවිදි වුණා,substitution,asr_sinhala/data/2a/2a3c771896.flac,
ඉටුවන ලකුණු පෙන්නුම් කරයි,ඉටුවන ලකුණු පෙන්නුම් තලයි,substitution,asr_sinhala/data/f4/f4f61f5f71.flac,
තිබුණු ටික හරි විදිහට යොදවා ගත්තා.,තිබුණු ටික හරි විදිහට යොදවා ග්තතා.,reversal,asr_sinhala/data/c6/c6864e4d72.flac,
මුහුද දිහා බැලුව.,මුහුද දිහා ැබලුව.,reversal,asr_sinhala/data/09/09bbedd93c.flac,
තමයි අපි වේදනා කියලා කියන්නේ.,තමයි අපි වේදාන කියලා කියන්නේ.,reversal,asr_sinhala/data/3f/3f21153fa5.flac,
මෙම ක‍ාර්යය තවත් ඉදිරියට,මෙම ක‍ාර්යය තවත් ඉදිලියට,substitution,asr_sinhala/data/cd/cd870a4c36.flac,
wild animals photos,iwld animals photos,reversal,asr_sinhala/data/61/6103823304.flac,
චෛත්‍යය සංවර්ධනයට දෙනු ලබන,චෛත්‍යය ශංවල්ධනයට දෙනු ලබන,substitution,asr_sinhala/data/ec/ec1108c5f7.flac,
එතැනින් එහාට සිදුවන කිසිම ප්‍රශ්නයකට,එතැනින් එහාට සිදුවන කිසි මප්‍රශ්නයකට,reversal,asr_sinhala/data/4d/4dcb8d78c9.flac,
බලන්නට තියෙන්නේ,බලනන්ට තියෙන්නේ,reversal,asr_sinhala/data/bc/bc1cdee45c.flac,
නලින් සර් කිවුවෙ,නලින් සර් කිවවුෙ,reversal,asr_sinhala/data/82/828847c5f0.flac,
නියමිතව ඇත.,නියමිවත ඇත.,reversal,asr_sinhala/data/03/03dd3dafb7.flac,
ධර්මය ගුරුතන්හි තබා,ධල්මය ගුරුතන්හි තබා,substitution,asr_sinhala/data/65/65d1e00641.flac,
මිනිසාට වාතය මුල් කොට ගෙන රෝග ද,මිනිසාට වාතය මලු් කොට ගෙන රෝග ද,reversal,asr_sinhala/data/5d/5d69c8f579.flac,
ආධ්‍යාත්මික දියුණුව ප්‍රබල වේ,ආධ්‍යාතමික දියුණුව ප්‍රබල වේ,omission,asr_sinhala/data/18/188d9979d8.flac,
වෙන්කර ඇත්තේ,වනේකර ඇත්තේ,reversal,asr_sinhala/data/b7/b7c9c19599.flac,
ඉසා මෙසේ ලියා තැබුවේය,ඉසා මෙසේ ලිා තැබුවේය,omission,asr_sinhala/data/f1/f118c10a53.flac,
අඩවියේ ඉන්න එක ලොකු වාසනාවක්,අඩවියේ ඉන්න එක ලොකු වසානාවක්,reversal,asr_sinhala/data/61/613ef7c973.flac,
තථාගතයන් වහන්සේ විසින් අවබෝධ කරන ලද,තථාගතයන් වන්සේ විසින් අවබෝධ කරන ලද,omission,asr_sinhala/data/a4/a402093dab.flac,
පල ගොන් වස්සෝ යන්න,පල ගොන් වඉස්සෝ යන්න,insertion,asr_sinhala/data/36/363c923088.flac,
හරිම විනෝදජනකයි.,හලිම විනෝදජනකයි.,substitution,asr_sinhala/data/e5/e5c55d49a5.flac,
එම නීති ක්‍රියාත්මක කළ ද,එම නීති ක්‍රියා්තමක කළ ද,reversal,asr_sinhala/data/27/2747c52049.flac,
ඒත් ඒකෙ හිටිය නළුවට වඩා,ඒත් ඒකෙ හිටිය නළුව ටවඩා,reversal,asr_sinhala/data/aa/aa54780ae8.flac,
නිර්මාණකරුවාට දිගින් දිගටම,නිර්මාණකලුවාට දිගින් දිගටම,substitution,asr_sinhala/data/db/db559cb937.flac,
එම දෙබස් එලෙසම තිබීම හොඳ බවයි.,එම දෙබස් එලෙසමතිබීම හොඳ බවයි.,omission,asr_sinhala/data/e8/e8972b9981.flac,
මුළු ලොවේම අවධානයට යොමුව ඇත්තේ,මුළු ලොවේම අවධානයට යොමව ඇත්තේ,omission,asr_sinhala/data/f2/f2fb4bb1eb.flac,
ඔබ ධර්මය තුළට යන සැනසිලි ජීවිතයක්,ඔබ ධල්මය තුලඩ යන සැනශිලි ජීවිතයක්,substitution,asr_sinhala/data/e1/e1a9667755.flac,
iron man,irn man,omission,asr_sinhala/data/b9/b902c14030.flac,
sinhala joke,sinhala ojke,reversal,asr_sinhala/data/6c/6c33efde34.flac,
ආසන සංඛ්‍යාව,ආන සංඛ්‍යාව,omission,asr_sinhala/data/6a/6a97ab2ddc.flac,
අනිවා හැම කෙනෙක්ම බලන්න,අනිවා ැම කෙනෙක්ම බලන්න,omission,asr_sinhala/data/70/7085ce23a1.flac,
පාරම්පරික ආරක්‍ෂණ ජාලය බිඳ වැටී තිබේ,බාරම්පරිත ආලත්‍ෂණ ජාලය බිඳ වැඩී තිබේ,substitution,asr_sinhala/data/2a/2a94b53387.flac,
ලෝකයේ ඉන්න ප්‍රබලම ක්‍රීඩකයන්ට පමණයි.,ලෝකයේ ඉන්න ඉප්‍රබලම ක්‍රීඩකයන්ට පමණයි.,insertion,asr_sinhala/data/62/629eb406b5.flac,
එහෙම නොවුණා නම්,එහෙමනොවුණා නම්,omission,asr_sinhala/data/7e/7ecfeb15dd.flac,
හීන් බළල් සද්දෙකින් හිනා වෙන්න.,හීන් බළල ්සද්දෙකින් හිනා වෙන්න.,reversal,asr_sinhala/data/08/0840f55425.flac,
උත්තරීතර මාතෘත්වයෙන්,උත්තරීතල මාතෘත්වයෙන්,substitution,asr_sinhala/data/34/34eb5fce18.flac,
ලේසියෙන් පරාජයක් බාර ගන්න අකමැති බවයි.,ලේසියෙන් පරායක් බාර ගන්න අකමැති බවයි.,omission,asr_sinhala/data/db/dbef9a15f4.flac,
ආසාවෙන් බලන්න පුලුවන් කතාවක් තමයි මේ.,ආසාවෙන් බලන්න පුලුවන්ක තාවක් තමයි මේ.,reversal,asr_sinhala/data/30/301a9d04ba.flac,
එහෙම වෙන එකක් නම් නැහැ.,එහෙම වෙන කඑක් නම් නැහැ.,reversal,asr_sinhala/data/e2/e208f533d5.flac,
එම ද්‍රව්‍යය රෝවරයේ තැන්පත්කැර ඇතැයි,එම ද්‍රව්‍යය රෝවරයේ තැන්පත්කැර ඇැයි,omission,asr_sinhala/data/96/96a2e7d4dd.flac,
දිනසිරි ගුවන්විදුලියට තැපැල්පත් ලියන්න,දිනසිරි ගුවන්වදිුලියට තැපැල්පත් ලියන්න,reversal,asr_sinhala/data/73/738a43ad03.flac,
අන්තිමේ දැක්කා,අන්තිම දැක්කා,omission,asr_sinhala/data/01/01a0ba7a00.flac,
දැන් ඉතිං ඇඹලයා වෙලා හිටපු එකා,දැන් ඉතිං ඇඹලයා වෙලා ිටපු එකා,omission,asr_sinhala/data/d2/d2fcd819cd.flac,
ආතර් ගිය වැඩෙත් කරගෙන,ආතර්ගිය වැඩෙත් කරගෙන,omission,asr_sinhala/data/f8/f8fd49ce04.flac,
නමුත් ඒක ඉක්මනටම කළ යුතු දෙයක්,නමුත් ඒක ඉක්මනටම කළයුතු දෙයක්,omission,asr_sinhala/data/7b/7b1ffc20de.flac,
අතිරික්ත වටිනාකම උරා ගැනීම,අතරිික්ත වටිනාකම උරා ගැනීම,reversal,asr_sinhala/data/22/222c734f39.flac,
ඉතින් ඇයට එම අරමුණ ඉ‍ටුකරගන්න හැකියාව ලැබුණද,ඉති් ඇයට එම අරමුණ ඉ‍ටුකරගන්න හැකියාව ලැබුණද,omission,asr_sinhala/data/d3/d302ddb8d4.flac,
එළෙස පළමුවැනි,එළෙස පළමුවනි,omission,asr_sinhala/data/61/6189b49c72.flac,
මේවා හුදු ප්‍රකාශ පමණක් වීම,මේවා හුදු ප්‍රකාශ පමකණ් වීම,reversal,asr_sinhala/data/ef/ef6081fd7e.flac,
කෑමත් එක්කම ගමම ගිනි තියල,කෑමත් එක්කමගමම ගිනි තියල,omission,asr_sinhala/data/c9/c9e68029b9.flac,
එළකිරි! ඇත්තටම,එලකිරි! ඇත්තටම,substitution,asr_sinhala/data/6f/6f809ca20e.flac,
තිරේ පලල් උනාම,තිරේ පලල් නඋාම,reversal,asr_sinhala/data/c7/c7e51f8fd2.flac,
සමත් වෙන්නට අවශ්‍යයි.,සමත් වෙන්නට අවශ‍්යයි.,reversal,asr_sinhala/data/dc/dc2140fb93.flac,
පස්සෙ ගිහින් එහෙනුත් කෑල්ලක්,පස්ෙ ගිහින් එහෙනුත් කෑල්ලක්,omission,asr_sinhala/data/c0/c06c015760.flac,
ධීවර යාත්‍රා කට පමන නැංගුරම් පහසුකම් සපයයි,ධීවර යාඉත්‍රා කට පමන නැංගුරම් පහසුකම් සපයයි,insertion,asr_sinhala/data/fe/fe0b9b427d.flac,
ආණ්‌ඩු පෙරළන ආකාරය පිළිබඳ,ආණ්‌ඩුප ෙරළන ආකාරය පිළිබඳ,reversal,asr_sinhala/data/19/19205ceab6.flac,
රංග පරමවාදී ප්‍රකාශනමය නාට්‍ය ගණයට,රංග පරමවාදී ඉප්‍රකාශනමය නාට්‍ය ගණයට,insertion,asr_sinhala/data/e6/e6710fea73.flac,
ජම්බුකට චතුරාර්ය සත්‍යය දේශනා කළා.,ජම්බුකට චතුරාර්ය සත්‍යය දේනශා කළා.,reversal,asr_sinhala/data/dd/dd18cc2de4.flac,
කියලා ප්‍රශ්නයක් මතු වෙනවනේ එතකොට,කියලා ප්‍රශ්නයක් තු වෙනවනේ එතකොට,omission,asr_sinhala/data/4a/4a6e4d4dc3.flac,
අපේ කට්ටිය,අපේ ට්ටිය,omission,asr_sinhala/data/6f/6fecb6d520.flac,
හොඳ නැති අය තමයි.,හඳො නැති අය තමයි.,reversal,asr_sinhala/data/3d/3d68fcb55c.flac,
හිතුවා ආයෙ කවදාවත්.,හිතුවා යආෙ කවදාවත්.,reversal,asr_sinhala/data/28/28b97ff587.flac,
නීතිමය පිළිගැනීමක් තියෙනවා.,නීතිමය පිලිගැනීමක් තියෙනවා.,substitution,asr_sinhala/data/a2/a2a3003c26.flac,
සාමාන්‍ය කෙනෙකුට එහෙම වුණා නම්,සාමාන්‍ය කෙෙනකුට එහෙම වුණා නම්,reversal,asr_sinhala/data/34/34958504b1.flac,
එනම් එය ආර්ථීක බරින් නිදහස් වීම,එනම් එය ආල්ථීක බලින් නිදහස් වීම,substitution,asr_sinhala/data/86/86af222404.flac,
මම කට ඇරගෙන බලන් හිටියේ.,මම කට ඇරගෙන බන් හිටියේ.,omission,asr_sinhala/data/ca/ca39253c5b.flac,
එහිදී උදය විසින්,එහිදී උදය විශින්,substitution,asr_sinhala/data/76/761569400c.flac,
ආරාධිතයින් ලෙස විතරයි.,ආරාධිතයින්ල ෙස විතරයි.,reversal,asr_sinhala/data/e2/e27ae97ed5.flac,
"ඔය ""පැන්"" ""වඩම්මනවා"" ""පුජා කරනවා""","ඔය ""පැන්"" ""වඩම්මනවා"" ""පුජා කරවා""",omission,asr_sinhala/data/99/99400463e8.flac,
අවුරුද්දක් වේවා.,අවුරු්දදක් වේවා.,reversal,asr_sinhala/data/3f/3f2ddc5e36.flac,
වෙනත් නෙත්ති කුමාර කෙනකුට.,වෙනත් නෙත්ති කමාර කෙනකුට.,omission,asr_sinhala/data/27/271e63083c.flac,
එක් කාරුණික ගැහැණියක් ආදරෙන් මාව අහුලාගෙන,එක් කාරුණික ගැහැණියක් ආදරෙන් මාව අහුලාගන,omission,asr_sinhala/data/72/7227d7dff5.flac,
මට හැම තැනම පහර ගහනවා වගේ?,මට හමැ තැනම පහර ගහනවා වගේ?,reversal,asr_sinhala/data/f3/f3c4ba2bed.flac,
විදුහල්පති ළමයින්ට සත්තමක් ඇරියේය,විදුහල්පති ළමයින්ට සත්තමක් ඇරයිේය,reversal,asr_sinhala/data/a6/a6541c1875.flac,
ඊයේ ඔහු එරට කැරලිකරුන්ගේ ග්‍රහණයට හසුවූ බව,ඊයේ ඔහු එරට කැරලිකරුන්ගේ ග්‍ලහණයඩ හසුවූ බව,substitution,asr_sinhala/data/3e/3e42bdfad8.flac,
මටත් හිතුනා,මතට් හිතුනා,reversal,asr_sinhala/data/74/74c4a87a7b.flac,
අන්තිමට මටත් එයාලගේ අවසරය ගන්න වුණා,අන්තිමට මටත් එයාලගේ වඅසරය ගන්න වුණා,reversal,asr_sinhala/data/24/245c1e2914.flac,
පහළ දමන බව මෙමගින් සනාථ වී තිබේ.,පහළ දමන බව මෙමිගන් සනාථ වී තිබේ.,reversal,asr_sinhala/data/62/62498f0ffc.flac,
මෙයින් පැහැදිලි කෙරෙන්නේ,මෙයින් බැහැදිලි කෙරෙන්නේ,substitution,asr_sinhala/data/a2/a2ccf51984.flac,
එදින පෙරවරු පෙහෙවස් සමාදන් වීමෙන්,එදින පෙරවරු පෙහෙවස් සමාන් වීමෙන්,omission,asr_sinhala/data/64/64bd281bd8.flac,
මෙය භික්‍ෂුවකට නොගැලපෙන,මෙය ික්‍ෂුවකට නොගැලපෙන,omission,asr_sinhala/data/4e/4e2130b971.flac,
වැනි ගඳ ගසන ක්‍රියාවලියකි,වැනි ගඳ ගසන ක්‍රියාවලියි,omission,asr_sinhala/data/35/35d493de80.flac,
රඳවා ගැනීම පිණිස කළ හැකි,රඳවා ගැනීම පිණිස කළ හකැි,reversal,asr_sinhala/data/eb/eb886403eb.flac,
අනික ඇනොලට බනින එක,අනික ඇනොලට බනනි එක,reversal,asr_sinhala/data/36/36f9ef596a.flac,
උබ හරි මචං,උබ හර මචං,omission,asr_sinhala/data/0e/0e49b3dcf8.flac,
ඉටුකර ගැනීමටත් හැකිවනු ඇත.,ඉටුකර ගැනීමතට් හැකිවනු ඇත.,reversal,asr_sinhala/data/d4/d42c41a992.flac,
දරුවාට හාත්පසින්ම,දුවාට හාත්පසින්ම,omission,asr_sinhala/data/b9/b9440ff795.flac,
බොහෝ දුරාතීතයට දිව යයි.,බහෝ දුරාතීතයට දිව යයි.,omission,asr_sinhala/data/ea/ea9dc3b34d.flac,
අමල්බිසෝ පලංචියේ අනේ මෙහෙම තන්හාවක්,අමල්බිසෝ පලංචියේ අනේ මෙහෙම තන්හවාක්,reversal,asr_sinhala/data/1a/1a190e9ed1.flac,
